Year,Month,Day,GHI
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,12
2019,1,1,27
2019,1,1,43
2019,1,1,10
2019,1,1,13
2019,1,1,16
2019,1,1,19
2019,1,1,22
2019,1,1,26
2019,1,1,29
2019,1,1,33
2019,1,1,37
2019,1,1,190
2019,1,1,158
2019,1,1,169
2019,1,1,159
2019,1,1,351
2019,1,1,365
2019,1,1,225
2019,1,1,392
2019,1,1,402
2019,1,1,411
2019,1,1,418
2019,1,1,423
2019,1,1,429
2019,1,1,432
2019,1,1,433
2019,1,1,432
2019,1,1,430
2019,1,1,426
2019,1,1,421
2019,1,1,414
2019,1,1,406
2019,1,1,396
2019,1,1,384
2019,1,1,372
2019,1,1,358
2019,1,1,342
2019,1,1,326
2019,1,1,307
2019,1,1,289
2019,1,1,269
2019,1,1,248
2019,1,1,225
2019,1,1,202
2019,1,1,179
2019,1,1,155
2019,1,1,131
2019,1,1,108
2019,1,1,84
2019,1,1,62
2019,1,1,41
2019,1,1,24
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,1,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,10
2019,1,2,22
2019,1,2,36
2019,1,2,86
2019,1,2,110
2019,1,2,135
2019,1,2,160
2019,1,2,184
2019,1,2,208
2019,1,2,232
2019,1,2,255
2019,1,2,276
2019,1,2,297
2019,1,2,317
2019,1,2,336
2019,1,2,353
2019,1,2,370
2019,1,2,385
2019,1,2,320
2019,1,2,336
2019,1,2,345
2019,1,2,348
2019,1,2,351
2019,1,2,356
2019,1,2,367
2019,1,2,362
2019,1,2,363
2019,1,2,358
2019,1,2,336
2019,1,2,333
2019,1,2,329
2019,1,2,338
2019,1,2,331
2019,1,2,329
2019,1,2,317
2019,1,2,306
2019,1,2,288
2019,1,2,259
2019,1,2,246
2019,1,2,248
2019,1,2,225
2019,1,2,209
2019,1,2,190
2019,1,2,172
2019,1,2,154
2019,1,2,136
2019,1,2,117
2019,1,2,99
2019,1,2,73
2019,1,2,56
2019,1,2,40
2019,1,2,30
2019,1,2,16
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,2,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,8
2019,1,3,17
2019,1,3,27
2019,1,3,39
2019,1,3,53
2019,1,3,67
2019,1,3,81
2019,1,3,165
2019,1,3,188
2019,1,3,212
2019,1,3,143
2019,1,3,158
2019,1,3,180
2019,1,3,225
2019,1,3,240
2019,1,3,198
2019,1,3,241
2019,1,3,253
2019,1,3,387
2019,1,3,261
2019,1,3,269
2019,1,3,418
2019,1,3,425
2019,1,3,431
2019,1,3,303
2019,1,3,305
2019,1,3,306
2019,1,3,439
2019,1,3,306
2019,1,3,303
2019,1,3,428
2019,1,3,422
2019,1,3,413
2019,1,3,404
2019,1,3,392
2019,1,3,380
2019,1,3,286
2019,1,3,185
2019,1,3,174
2019,1,3,150
2019,1,3,193
2019,1,3,178
2019,1,3,255
2019,1,3,146
2019,1,3,129
2019,1,3,113
2019,1,3,96
2019,1,3,80
2019,1,3,65
2019,1,3,50
2019,1,3,36
2019,1,3,23
2019,1,3,12
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,3,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,20
2019,1,4,37
2019,1,4,58
2019,1,4,80
2019,1,4,103
2019,1,4,126
2019,1,4,150
2019,1,4,138
2019,1,4,157
2019,1,4,220
2019,1,4,243
2019,1,4,264
2019,1,4,284
2019,1,4,303
2019,1,4,322
2019,1,4,275
2019,1,4,282
2019,1,4,294
2019,1,4,294
2019,1,4,300
2019,1,4,308
2019,1,4,308
2019,1,4,321
2019,1,4,326
2019,1,4,348
2019,1,4,333
2019,1,4,334
2019,1,4,330
2019,1,4,341
2019,1,4,338
2019,1,4,327
2019,1,4,322
2019,1,4,315
2019,1,4,303
2019,1,4,292
2019,1,4,282
2019,1,4,269
2019,1,4,227
2019,1,4,214
2019,1,4,229
2019,1,4,198
2019,1,4,183
2019,1,4,168
2019,1,4,141
2019,1,4,125
2019,1,4,119
2019,1,4,94
2019,1,4,78
2019,1,4,71
2019,1,4,48
2019,1,4,35
2019,1,4,28
2019,1,4,16
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,4,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,4
2019,1,5,8
2019,1,5,12
2019,1,5,17
2019,1,5,22
2019,1,5,28
2019,1,5,33
2019,1,5,40
2019,1,5,46
2019,1,5,52
2019,1,5,59
2019,1,5,65
2019,1,5,19
2019,1,5,94
2019,1,5,102
2019,1,5,22
2019,1,5,75
2019,1,5,79
2019,1,5,72
2019,1,5,89
2019,1,5,92
2019,1,5,54
2019,1,5,80
2019,1,5,81
2019,1,5,92
2019,1,5,77
2019,1,5,78
2019,1,5,69
2019,1,5,36
2019,1,5,36
2019,1,5,109
2019,1,5,221
2019,1,5,216
2019,1,5,114
2019,1,5,14
2019,1,5,14
2019,1,5,25
2019,1,5,133
2019,1,5,125
2019,1,5,11
2019,1,5,22
2019,1,5,21
2019,1,5,57
2019,1,5,17
2019,1,5,16
2019,1,5,14
2019,1,5,13
2019,1,5,12
2019,1,5,23
2019,1,5,18
2019,1,5,14
2019,1,5,10
2019,1,5,5
2019,1,5,13
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,5,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,20
2019,1,6,36
2019,1,6,56
2019,1,6,77
2019,1,6,101
2019,1,6,124
2019,1,6,76
2019,1,6,91
2019,1,6,105
2019,1,6,120
2019,1,6,134
2019,1,6,149
2019,1,6,119
2019,1,6,20
2019,1,6,22
2019,1,6,64
2019,1,6,63
2019,1,6,67
2019,1,6,94
2019,1,6,126
2019,1,6,131
2019,1,6,144
2019,1,6,65
2019,1,6,66
2019,1,6,77
2019,1,6,283
2019,1,6,284
2019,1,6,229
2019,1,6,269
2019,1,6,267
2019,1,6,436
2019,1,6,31
2019,1,6,30
2019,1,6,16
2019,1,6,16
2019,1,6,15
2019,1,6,27
2019,1,6,56
2019,1,6,53
2019,1,6,25
2019,1,6,77
2019,1,6,71
2019,1,6,159
2019,1,6,145
2019,1,6,129
2019,1,6,200
2019,1,6,97
2019,1,6,81
2019,1,6,66
2019,1,6,51
2019,1,6,37
2019,1,6,55
2019,1,6,34
2019,1,6,17
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,6,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,11
2019,1,7,24
2019,1,7,40
2019,1,7,57
2019,1,7,75
2019,1,7,95
2019,1,7,114
2019,1,7,134
2019,1,7,154
2019,1,7,174
2019,1,7,264
2019,1,7,287
2019,1,7,308
2019,1,7,329
2019,1,7,348
2019,1,7,279
2019,1,7,289
2019,1,7,302
2019,1,7,309
2019,1,7,313
2019,1,7,323
2019,1,7,318
2019,1,7,348
2019,1,7,353
2019,1,7,328
2019,1,7,348
2019,1,7,350
2019,1,7,367
2019,1,7,338
2019,1,7,335
2019,1,7,329
2019,1,7,340
2019,1,7,333
2019,1,7,320
2019,1,7,321
2019,1,7,307
2019,1,7,297
2019,1,7,286
2019,1,7,272
2019,1,7,265
2019,1,7,234
2019,1,7,217
2019,1,7,275
2019,1,7,253
2019,1,7,229
2019,1,7,145
2019,1,7,126
2019,1,7,108
2019,1,7,89
2019,1,7,71
2019,1,7,53
2019,1,7,37
2019,1,7,23
2019,1,7,19
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,7,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,3
2019,1,8,5
2019,1,8,6
2019,1,8,8
2019,1,8,10
2019,1,8,12
2019,1,8,14
2019,1,8,173
2019,1,8,197
2019,1,8,220
2019,1,8,24
2019,1,8,26
2019,1,8,29
2019,1,8,117
2019,1,8,127
2019,1,8,20
2019,1,8,148
2019,1,8,156
2019,1,8,83
2019,1,8,51
2019,1,8,53
2019,1,8,25
2019,1,8,97
2019,1,8,98
2019,1,8,145
2019,1,8,118
2019,1,8,118
2019,1,8,49
2019,1,8,144
2019,1,8,143
2019,1,8,48
2019,1,8,106
2019,1,8,104
2019,1,8,83
2019,1,8,92
2019,1,8,88
2019,1,8,77
2019,1,8,85
2019,1,8,80
2019,1,8,95
2019,1,8,150
2019,1,8,138
2019,1,8,61
2019,1,8,55
2019,1,8,48
2019,1,8,43
2019,1,8,37
2019,1,8,31
2019,1,8,26
2019,1,8,21
2019,1,8,16
2019,1,8,12
2019,1,8,8
2019,1,8,4
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,8,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,19
2019,1,9,25
2019,1,9,42
2019,1,9,60
2019,1,9,99
2019,1,9,123
2019,1,9,119
2019,1,9,173
2019,1,9,198
2019,1,9,221
2019,1,9,244
2019,1,9,267
2019,1,9,288
2019,1,9,310
2019,1,9,330
2019,1,9,348
2019,1,9,364
2019,1,9,380
2019,1,9,333
2019,1,9,405
2019,1,9,416
2019,1,9,425
2019,1,9,433
2019,1,9,440
2019,1,9,387
2019,1,9,385
2019,1,9,387
2019,1,9,392
2019,1,9,374
2019,1,9,371
2019,1,9,308
2019,1,9,322
2019,1,9,317
2019,1,9,248
2019,1,9,24
2019,1,9,23
2019,1,9,22
2019,1,9,21
2019,1,9,20
2019,1,9,19
2019,1,9,73
2019,1,9,67
2019,1,9,59
2019,1,9,57
2019,1,9,51
2019,1,9,46
2019,1,9,41
2019,1,9,35
2019,1,9,31
2019,1,9,26
2019,1,9,21
2019,1,9,17
2019,1,9,12
2019,1,9,6
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,9,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,12
2019,1,10,25
2019,1,10,41
2019,1,10,59
2019,1,10,78
2019,1,10,98
2019,1,10,118
2019,1,10,139
2019,1,10,160
2019,1,10,181
2019,1,10,201
2019,1,10,221
2019,1,10,170
2019,1,10,234
2019,1,10,251
2019,1,10,290
2019,1,10,287
2019,1,10,300
2019,1,10,315
2019,1,10,337
2019,1,10,348
2019,1,10,355
2019,1,10,360
2019,1,10,366
2019,1,10,334
2019,1,10,326
2019,1,10,327
2019,1,10,152
2019,1,10,187
2019,1,10,185
2019,1,10,259
2019,1,10,295
2019,1,10,288
2019,1,10,222
2019,1,10,203
2019,1,10,195
2019,1,10,221
2019,1,10,260
2019,1,10,246
2019,1,10,252
2019,1,10,267
2019,1,10,248
2019,1,10,281
2019,1,10,259
2019,1,10,235
2019,1,10,211
2019,1,10,186
2019,1,10,161
2019,1,10,137
2019,1,10,111
2019,1,10,87
2019,1,10,63
2019,1,10,41
2019,1,10,23
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,10,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,25
2019,1,11,44
2019,1,11,67
2019,1,11,91
2019,1,11,117
2019,1,11,142
2019,1,11,168
2019,1,11,193
2019,1,11,218
2019,1,11,242
2019,1,11,266
2019,1,11,289
2019,1,11,311
2019,1,11,331
2019,1,11,350
2019,1,11,369
2019,1,11,386
2019,1,11,401
2019,1,11,415
2019,1,11,427
2019,1,11,438
2019,1,11,448
2019,1,11,456
2019,1,11,462
2019,1,11,467
2019,1,11,470
2019,1,11,471
2019,1,11,471
2019,1,11,470
2019,1,11,466
2019,1,11,368
2019,1,11,339
2019,1,11,333
2019,1,11,345
2019,1,11,74
2019,1,11,71
2019,1,11,271
2019,1,11,299
2019,1,11,285
2019,1,11,278
2019,1,11,239
2019,1,11,223
2019,1,11,193
2019,1,11,176
2019,1,11,158
2019,1,11,141
2019,1,11,123
2019,1,11,105
2019,1,11,88
2019,1,11,71
2019,1,11,55
2019,1,11,40
2019,1,11,18
2019,1,11,9
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
2019,1,11,0
